Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
37,Entry Long,buy,2023-04-04 15:40,22.99,451,-36.08,-0.35,350.93,-0.35,0,0,81.18,0.78
36,Exit Long,Close entry(s) order buy,2023-04-04 15:35,22.98,452,4.52,0.04,387.01,0.04,9.04,0.09,4.52,0.04
36,Entry Long,buy,2023-04-04 15:20,22.97,452,4.52,0.04,387.01,0.04,9.04,0.09,4.52,0.04
35,Exit Long,Close entry(s) order buy,2023-04-04 14:35,22.97,451,108.24,1.06,382.49,1.05,112.75,1.1,9.02,0.09
35,Entry Long,buy,2023-04-04 10:35,22.73,451,108.24,1.06,382.49,1.05,112.75,1.1,9.02,0.09
34,Exit Long,Close entry(s) order buy,2023-03-31 13:35,22.04,466,46.60,0.46,274.25,0.46,121.16,1.19,4.66,0.05
34,Entry Long,buy,2023-03-30 15:50,21.94,466,46.60,0.46,274.25,0.46,121.16,1.19,4.66,0.05
33,Exit Long,Close entry(s) order buy,2023-03-30 13:35,21.89,467,98.07,0.97,227.65,0.97,126.09,1.25,4.67,0.05
33,Entry Long,buy,2023-03-30 10:55,21.68,467,98.07,0.97,227.65,0.97,126.09,1.25,4.67,0.05
32,Exit Long,Close entry(s) order buy,2023-03-29 15:35,21.43,472,-18.88,-0.19,129.58,-0.19,23.60,0.23,18.88,0.19
32,Entry Long,buy,2023-03-29 13:05,21.47,472,-18.88,-0.19,129.58,-0.19,23.60,0.23,18.88,0.19
31,Exit Long,Close entry(s) order buy,2023-03-29 12:35,21.46,473,4.73,0.05,148.46,0.05,4.73,0.05,42.57,0.42
31,Entry Long,buy,2023-03-29 11:05,21.45,473,4.73,0.05,148.46,0.05,4.73,0.05,42.57,0.42
30,Exit Long,Close entry(s) order buy,2023-03-29 09:40,21.37,474,-42.66,-0.42,143.73,-0.42,14.22,0.14,71.10,0.7
30,Entry Long,buy,2023-03-28 15:05,21.46,474,-42.66,-0.42,143.73,-0.42,14.22,0.14,71.10,0.7
29,Exit Long,Close entry(s) order buy,2023-03-28 14:35,21.37,476,61.88,0.61,186.39,0.61,95.20,0.94,4.76,0.05
29,Entry Long,buy,2023-03-28 10:30,21.24,476,61.88,0.61,186.39,0.61,95.20,0.94,4.76,0.05
28,Exit Long,Close entry(s) order buy,2023-03-24 11:35,21.40,473,18.92,0.19,124.51,0.19,66.22,0.66,23.65,0.23
28,Entry Long,buy,2023-03-24 10:05,21.36,473,18.92,0.19,124.51,0.19,66.22,0.66,23.65,0.23
27,Exit Long,Close entry(s) order buy,2023-03-23 14:35,21.32,474,0,0,105.59,0,9.48,0.09,18.96,0.19
27,Entry Long,buy,2023-03-23 14:05,21.32,474,0,0,105.59,0,9.48,0.09,18.96,0.19
26,Exit Long,Close entry(s) order buy,2023-03-23 13:35,21.29,474,9.48,0.09,105.59,0.09,9.48,0.09,33.18,0.33
26,Entry Long,buy,2023-03-23 12:40,21.27,474,9.48,0.09,105.59,0.09,9.48,0.09,33.18,0.33
25,Exit Long,Close entry(s) order buy,2023-03-23 12:35,21.29,474,33.18,0.33,96.11,0.33,37.92,0.38,18.96,0.19
25,Entry Long,buy,2023-03-23 11:50,21.22,474,33.18,0.33,96.11,0.33,37.92,0.38,18.96,0.19
24,Exit Long,Close entry(s) order buy,2023-03-23 11:35,21.24,473,4.73,0.05,62.93,0.05,18.92,0.19,47.30,0.47
24,Entry Long,buy,2023-03-23 10:05,21.23,473,4.73,0.05,62.93,0.05,18.92,0.19,47.30,0.47
23,Exit Long,Close entry(s) order buy,2023-03-23 09:40,21.06,477,66.78,0.67,58.20,0.67,138.33,1.39,38.16,0.38
23,Entry Long,buy,2023-03-22 14:35,20.92,477,66.78,0.67,58.20,0.67,138.33,1.39,38.16,0.38
22,Exit Long,Close entry(s) order buy,2023-03-22 13:35,20.85,478,100.38,1.02,-8.58,1.01,114.72,1.16,0,0
22,Entry Long,buy,2023-03-22 10:35,20.64,478,100.38,1.02,-8.58,1.01,114.72,1.16,0,0
21,Exit Long,Close entry(s) order buy,2023-03-21 09:40,20.61,479,-62.27,-0.63,-108.96,-0.63,0,0,76.64,0.77
21,Entry Long,buy,2023-03-20 15:40,20.74,479,-62.27,-0.63,-108.96,-0.63,0,0,76.64,0.77
20,Exit Long,Close entry(s) order buy,2023-03-20 15:35,20.73,479,4.79,0.05,-46.69,0.05,9.58,0.1,4.79,0.05
20,Entry Long,buy,2023-03-20 15:05,20.72,479,4.79,0.05,-46.69,0.05,9.58,0.1,4.79,0.05
19,Exit Long,Close entry(s) order buy,2023-03-20 13:35,20.71,480,14.40,0.15,-51.48,0.14,33.60,0.34,28.80,0.29
19,Entry Long,buy,2023-03-20 12:05,20.68,480,14.40,0.15,-51.48,0.14,33.60,0.34,28.80,0.29
18,Exit Long,Close entry(s) order buy,2023-03-17 15:35,20.65,481,43.29,0.44,-65.88,0.44,101.01,1.02,14.43,0.15
18,Entry Long,buy,2023-03-17 13:35,20.56,481,43.29,0.44,-65.88,0.44,101.01,1.02,14.43,0.15
17,Exit Long,Close entry(s) order buy,2023-03-17 12:35,20.36,484,4.84,0.05,-109.17,0.05,58.08,0.59,9.68,0.1
17,Entry Long,buy,2023-03-17 10:35,20.35,484,4.84,0.05,-109.17,0.05,58.08,0.59,9.68,0.1
16,Exit Long,Close entry(s) order buy,2023-03-14 13:35,20.16,490,-9.80,-0.1,-114.01,-0.1,0,0,19.60,0.2
16,Entry Long,buy,2023-03-14 13:05,20.18,490,-9.80,-0.1,-114.01,-0.1,0,0,19.60,0.2
15,Exit Long,Close entry(s) order buy,2023-03-14 12:35,20.13,491,-19.64,-0.2,-104.21,-0.2,9.82,0.1,44.19,0.45
15,Entry Long,buy,2023-03-14 11:35,20.17,491,-19.64,-0.2,-104.21,-0.2,9.82,0.1,44.19,0.45
14,Exit Long,Close entry(s) order buy,2023-03-13 11:35,20.06,494,79.04,0.8,-84.57,0.8,123.50,1.26,88.92,0.9
14,Entry Long,buy,2023-03-13 09:40,19.90,494,79.04,0.8,-84.57,0.8,123.50,1.26,88.92,0.9
13,Exit Long,Close entry(s) order buy,2023-03-06 09:40,19.41,507,-40.56,-0.41,-163.61,-0.41,30.42,0.31,40.56,0.41
13,Entry Long,buy,2023-03-03 14:40,19.49,507,-40.56,-0.41,-163.61,-0.41,30.42,0.31,40.56,0.41
12,Exit Long,Close entry(s) order buy,2023-03-03 14:35,19.48,506,141.68,1.46,-123.05,1.46,141.68,1.46,25.30,0.26
12,Entry Long,buy,2023-03-02 14:35,19.20,506,141.68,1.46,-123.05,1.46,141.68,1.46,25.30,0.26
11,Exit Long,Close entry(s) order buy,2023-02-02 10:35,21.99,442,-35.36,-0.36,-264.73,-0.36,194.48,1.99,75.14,0.77
11,Entry Long,buy,2023-02-01 15:35,22.07,442,-35.36,-0.36,-264.73,-0.36,194.48,1.99,75.14,0.77
10,Exit Long,Close entry(s) order buy,2023-01-27 09:40,21.66,450,-162.00,-1.63,-229.37,-1.63,4.50,0.05,184.50,1.86
10,Entry Long,buy,2023-01-26 15:05,22.02,450,-162.00,-1.63,-229.37,-1.63,4.50,0.05,184.50,1.86
9,Exit Long,Close entry(s) order buy,2023-01-26 12:35,21.99,451,-31.57,-0.32,-67.37,-0.32,27.06,0.27,108.24,1.09
9,Entry Long,buy,2023-01-26 09:40,22.06,451,-31.57,-0.32,-67.37,-0.32,27.06,0.27,108.24,1.09
8,Exit Long,Close entry(s) order buy,2023-01-20 15:35,22.03,452,13.56,0.14,-35.80,0.14,31.64,0.32,0,0
8,Entry Long,buy,2023-01-20 14:05,22.00,452,13.56,0.14,-35.80,0.14,31.64,0.32,0,0
7,Exit Long,Close entry(s) order buy,2023-01-20 11:35,21.99,452,0,0,-49.36,0,22.60,0.23,31.64,0.32
7,Entry Long,buy,2023-01-20 10:35,21.99,452,0,0,-49.36,0,22.60,0.23,31.64,0.32
6,Exit Long,Close entry(s) order buy,2023-01-17 09:40,22.08,450,-117.00,-1.16,-49.36,-1.16,0,0,121.50,1.21
6,Entry Long,buy,2023-01-13 15:40,22.34,450,-117.00,-1.16,-49.36,-1.16,0,0,121.50,1.21
5,Exit Long,Close entry(s) order buy,2023-01-13 15:35,22.34,450,9.00,0.09,67.64,0.09,9.00,0.09,0,0
5,Entry Long,buy,2023-01-13 14:55,22.32,450,9.00,0.09,67.64,0.09,9.00,0.09,0,0
4,Exit Long,Close entry(s) order buy,2023-01-13 14:35,22.31,451,-9.02,-0.09,58.64,-0.09,9.02,0.09,27.06,0.27
4,Entry Long,buy,2023-01-13 13:40,22.33,451,-9.02,-0.09,58.64,-0.09,9.02,0.09,27.06,0.27
3,Exit Long,Close entry(s) order buy,2023-01-13 13:35,22.31,451,22.55,0.22,67.66,0.22,31.57,0.31,0,0
3,Entry Long,buy,2023-01-13 12:40,22.26,451,22.55,0.22,67.66,0.22,31.57,0.31,0,0
2,Exit Long,Close entry(s) order buy,2023-01-13 12:35,22.25,451,40.59,0.41,45.11,0.41,45.10,0.45,0,0
2,Entry Long,buy,2023-01-13 12:05,22.16,451,40.59,0.41,45.11,0.41,45.10,0.45,0,0
1,Exit Long,Close entry(s) order buy,2023-01-13 11:35,22.13,452,4.52,0.05,4.52,0.05,49.72,0.5,18.08,0.18
1,Entry Long,buy,2023-01-13 10:05,22.12,452,4.52,0.05,4.52,0.05,49.72,0.5,18.08,0.18
