Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
89,Exit Long,Close entry(s) order buy,2023-06-08 13:35,22.15,734,-22.02,-0.14,6274.80,-0.14,205.52,1.26,88.08,0.54
89,Entry Long,buy,2023-06-08 11:35,22.18,734,-22.02,-0.14,6274.80,-0.14,205.52,1.26,88.08,0.54
88,Exit Long,Close entry(s) order buy,2023-06-07 12:35,22.11,737,-405.35,-2.43,6296.82,-2.43,110.55,0.66,538.01,3.22
88,Entry Long,buy,2023-06-07 11:40,22.66,737,-405.35,-2.43,6296.82,-2.43,110.55,0.66,538.01,3.22
87,Exit Long,Close entry(s) order buy,2023-06-07 11:35,22.67,736,360.64,2.21,6702.17,2.21,677.12,4.15,95.68,0.59
87,Entry Long,buy,2023-06-07 09:40,22.18,736,360.64,2.21,6702.17,2.21,677.12,4.15,95.68,0.59
86,Exit Long,Close entry(s) order buy,2023-06-02 14:35,21.99,743,-44.58,-0.27,6341.53,-0.27,37.15,0.23,178.32,1.09
86,Entry Long,buy,2023-06-02 13:35,22.05,743,-44.58,-0.27,6341.53,-0.27,37.15,0.23,178.32,1.09
85,Exit Long,Close entry(s) order buy,2023-06-02 12:35,22.07,742,37.10,0.23,6386.11,0.23,44.52,0.27,133.56,0.82
85,Entry Long,buy,2023-06-02 11:50,22.02,742,37.10,0.23,6386.11,0.23,44.52,0.27,133.56,0.82
84,Exit Long,Close entry(s) order buy,2023-06-02 10:35,21.79,750,-285.00,-1.71,6349.01,-1.71,15.00,0.09,480.00,2.89
84,Entry Long,buy,2023-06-02 09:50,22.17,750,-285.00,-1.71,6349.01,-1.71,15.00,0.09,480.00,2.89
83,Exit Long,Close entry(s) order buy,2023-06-02 09:40,22.51,738,273.06,1.67,6634.01,1.67,553.50,3.39,59.04,0.36
83,Entry Long,buy,2023-06-01 12:35,22.14,738,273.06,1.67,6634.01,1.67,553.50,3.39,59.04,0.36
82,Exit Long,Close entry(s) order buy,2023-05-30 10:35,23.28,703,-942.02,-5.44,6360.95,-5.44,84.36,0.49,1131.83,6.54
82,Entry Long,buy,2023-05-30 09:50,24.62,703,-942.02,-5.44,6360.95,-5.44,84.36,0.49,1131.83,6.54
81,Exit Long,Close entry(s) order buy,2023-05-26 15:35,23.01,752,240.64,1.41,7302.97,1.41,428.64,2.51,67.68,0.4
81,Entry Long,buy,2023-05-26 14:35,22.69,752,240.64,1.41,7302.97,1.41,428.64,2.51,67.68,0.4
80,Exit Long,Close entry(s) order buy,2023-05-26 13:35,22.47,759,296.01,1.77,7062.33,1.77,364.32,2.17,106.26,0.63
80,Entry Long,buy,2023-05-26 11:50,22.08,759,296.01,1.77,7062.33,1.77,364.32,2.17,106.26,0.63
79,Exit Long,Close entry(s) order buy,2023-05-26 11:35,21.92,765,956.25,6.05,6766.32,6.05,1116.90,7.06,53.55,0.34
79,Entry Long,buy,2023-05-26 09:50,20.67,765,956.25,6.05,6766.32,6.05,1116.90,7.06,53.55,0.34
78,Exit Long,Close entry(s) order buy,2023-05-26 09:40,20.49,771,948.33,6.39,5810.07,6.38,1040.85,7.01,77.10,0.52
78,Entry Long,buy,2023-05-25 15:35,19.26,771,948.33,6.39,5810.07,6.38,1040.85,7.01,77.10,0.52
77,Exit Long,Close entry(s) order buy,2023-05-25 14:35,19.01,781,-15.62,-0.11,4861.74,-0.1,164.01,1.1,70.29,0.47
77,Entry Long,buy,2023-05-25 13:40,19.03,781,-15.62,-0.11,4861.74,-0.1,164.01,1.1,70.29,0.47
76,Exit Long,Close entry(s) order buy,2023-05-25 13:35,19.02,782,54.74,0.37,4877.36,0.37,86.02,0.58,78.20,0.53
76,Entry Long,buy,2023-05-25 12:45,18.95,782,54.74,0.37,4877.36,0.37,86.02,0.58,78.20,0.53
75,Exit Long,Close entry(s) order buy,2023-05-25 12:35,18.83,787,519.42,3.63,4822.62,3.63,613.86,4.29,86.57,0.61
75,Entry Long,buy,2023-05-25 10:35,18.17,787,519.42,3.63,4822.62,3.63,613.86,4.29,86.57,0.61
74,Exit Long,Close entry(s) order buy,2023-05-23 10:35,17.38,822,-139.74,-0.97,4303.20,-0.97,139.74,0.97,295.92,2.05
74,Entry Long,buy,2023-05-22 14:35,17.55,822,-139.74,-0.97,4303.20,-0.97,139.74,0.97,295.92,2.05
73,Exit Long,Close entry(s) order buy,2023-05-22 12:35,17.34,832,-41.60,-0.29,4442.94,-0.29,124.80,0.86,74.88,0.52
73,Entry Long,buy,2023-05-22 11:35,17.39,832,-41.60,-0.29,4442.94,-0.29,124.80,0.86,74.88,0.52
72,Exit Long,Close entry(s) order buy,2023-05-19 09:40,17.32,836,-275.88,-1.87,4484.54,-1.87,125.40,0.85,284.24,1.93
72,Entry Long,buy,2023-05-18 15:35,17.65,836,-275.88,-1.87,4484.54,-1.87,125.40,0.85,284.24,1.93
71,Exit Long,Close entry(s) order buy,2023-05-18 12:35,17.29,853,435.03,3.04,4760.42,3.04,793.29,5.54,68.24,0.48
71,Entry Long,buy,2023-05-18 09:50,16.78,853,435.03,3.04,4760.42,3.04,793.29,5.54,68.24,0.48
70,Exit Long,Close entry(s) order buy,2023-05-17 15:35,16.16,885,-61.95,-0.43,4325.39,-0.43,17.70,0.12,70.80,0.49
70,Entry Long,buy,2023-05-17 15:20,16.23,885,-61.95,-0.43,4325.39,-0.43,17.70,0.12,70.80,0.49
69,Exit Long,Close entry(s) order buy,2023-05-17 14:35,16.13,891,142.56,1,4387.34,1,329.67,2.32,8.91,0.06
69,Entry Long,buy,2023-05-17 12:40,15.97,891,142.56,1,4387.34,1,329.67,2.32,8.91,0.06
68,Exit Long,Close entry(s) order buy,2023-05-17 12:35,15.89,896,89.60,0.63,4244.78,0.63,152.32,1.08,26.88,0.19
68,Entry Long,buy,2023-05-17 11:35,15.79,896,89.60,0.63,4244.78,0.63,152.32,1.08,26.88,0.19
67,Exit Long,Close entry(s) order buy,2023-05-16 12:35,15.51,912,100.32,0.71,4155.18,0.71,155.04,1.1,54.72,0.39
67,Entry Long,buy,2023-05-16 11:05,15.40,912,100.32,0.71,4155.18,0.71,155.04,1.1,54.72,0.39
66,Exit Long,Close entry(s) order buy,2023-05-16 10:35,15.31,917,220.08,1.59,4054.86,1.59,430.99,3.12,91.70,0.66
66,Entry Long,buy,2023-05-15 15:50,15.07,917,220.08,1.59,4054.86,1.59,430.99,3.12,91.70,0.66
65,Exit Long,Close entry(s) order buy,2023-05-15 15:35,15.03,920,46.00,0.33,3834.78,0.33,64.40,0.47,110.40,0.8
65,Entry Long,buy,2023-05-15 14:50,14.98,920,46.00,0.33,3834.78,0.33,64.40,0.47,110.40,0.8
64,Exit Long,Close entry(s) order buy,2023-05-15 14:35,14.91,924,933.24,7.27,3788.78,7.26,1007.16,7.84,46.20,0.36
64,Entry Long,buy,2023-05-12 15:35,13.90,924,933.24,7.27,3788.78,7.26,1007.16,7.84,46.20,0.36
63,Exit Long,Close entry(s) order buy,2023-05-12 10:35,13.89,925,-259.00,-1.98,2855.54,-1.97,55.50,0.42,277.50,2.12
63,Entry Long,buy,2023-05-12 09:40,14.17,925,-259.00,-1.98,2855.54,-1.97,55.50,0.42,277.50,2.12
62,Exit Long,Close entry(s) order buy,2023-05-11 09:40,14.12,928,-102.08,-0.77,3114.54,-0.77,222.72,1.69,120.64,0.91
62,Entry Long,buy,2023-05-10 15:05,14.23,928,-102.08,-0.77,3114.54,-0.77,222.72,1.69,120.64,0.91
61,Exit Long,Close entry(s) order buy,2023-05-10 13:35,13.99,945,-548.10,-3.98,3216.62,-3.98,37.80,0.27,614.25,4.46
61,Entry Long,buy,2023-05-10 11:40,14.57,945,-548.10,-3.98,3216.62,-3.98,37.80,0.27,614.25,4.46
60,Exit Long,Close entry(s) order buy,2023-05-10 11:35,14.53,947,-75.76,-0.55,3764.72,-0.55,9.47,0.07,350.39,2.53
60,Entry Long,buy,2023-05-10 10:35,14.61,947,-75.76,-0.55,3764.72,-0.55,9.47,0.07,350.39,2.53
59,Exit Long,Close entry(s) order buy,2023-05-09 09:40,13.95,992,-704.32,-4.84,3840.48,-4.84,39.68,0.27,813.44,5.59
59,Entry Long,buy,2023-05-08 15:05,14.66,992,-704.32,-4.84,3840.48,-4.84,39.68,0.27,813.44,5.59
58,Exit Long,Close entry(s) order buy,2023-05-08 14:35,14.61,995,69.65,0.48,4544.80,0.48,99.50,0.69,169.15,1.17
58,Entry Long,buy,2023-05-08 12:05,14.54,995,69.65,0.48,4544.80,0.48,99.50,0.69,169.15,1.17
57,Exit Long,Close entry(s) order buy,2023-05-03 15:35,13.92,1039,-415.60,-2.79,4475.15,-2.79,301.31,2.03,477.94,3.21
57,Entry Long,buy,2023-05-03 14:35,14.32,1039,-415.60,-2.79,4475.15,-2.79,301.31,2.03,477.94,3.21
56,Exit Long,Close entry(s) order buy,2023-05-01 15:35,14.68,1015,-20.30,-0.14,4890.75,-0.14,20.30,0.14,71.05,0.48
56,Entry Long,buy,2023-05-01 15:05,14.70,1015,-20.30,-0.14,4890.75,-0.14,20.30,0.14,71.05,0.48
55,Exit Long,Close entry(s) order buy,2023-05-01 14:35,14.56,1024,-153.60,-1.02,4911.05,-1.02,51.20,0.34,153.60,1.02
55,Entry Long,buy,2023-05-01 13:40,14.71,1024,-153.60,-1.02,4911.05,-1.02,51.20,0.34,153.60,1.02
54,Exit Long,Close entry(s) order buy,2023-05-01 13:35,14.71,1024,71.68,0.48,5064.65,0.48,81.92,0.55,10.24,0.07
54,Entry Long,buy,2023-05-01 13:05,14.64,1024,71.68,0.48,5064.65,0.48,81.92,0.55,10.24,0.07
53,Exit Long,Close entry(s) order buy,2023-05-01 11:35,14.43,1039,-228.58,-1.5,4992.97,-1.5,31.17,0.2,259.75,1.71
53,Entry Long,buy,2023-05-01 10:50,14.65,1039,-228.58,-1.5,4992.97,-1.5,31.17,0.2,259.75,1.71
52,Exit Long,Close entry(s) order buy,2023-05-01 10:35,14.47,1051,-199.69,-1.3,5221.55,-1.29,115.61,0.75,357.34,2.32
52,Entry Long,buy,2023-05-01 09:40,14.66,1051,-199.69,-1.3,5221.55,-1.29,115.61,0.75,357.34,2.32
51,Exit Long,Close entry(s) order buy,2023-04-03 09:40,17.95,859,-240.52,-1.54,5421.24,-1.54,94.49,0.6,317.83,2.03
51,Entry Long,buy,2023-03-31 15:35,18.23,859,-240.52,-1.54,5421.24,-1.54,94.49,0.6,317.83,2.03
50,Exit Long,Close entry(s) order buy,2023-03-31 13:35,18.03,868,-8.68,-0.06,5661.76,-0.06,260.40,1.66,34.72,0.22
50,Entry Long,buy,2023-03-31 11:35,18.04,868,-8.68,-0.06,5661.76,-0.06,260.40,1.66,34.72,0.22
49,Exit Long,Close entry(s) order buy,2023-03-31 09:40,17.64,887,-328.19,-2.05,5670.44,-2.05,26.61,0.17,514.46,3.22
49,Entry Long,buy,2023-03-30 15:40,18.01,887,-328.19,-2.05,5670.44,-2.05,26.61,0.17,514.46,3.22
48,Exit Long,Close entry(s) order buy,2023-03-30 15:35,18.00,888,35.52,0.22,5998.63,0.22,71.04,0.45,88.80,0.56
48,Entry Long,buy,2023-03-30 15:05,17.96,888,35.52,0.22,5998.63,0.22,71.04,0.45,88.80,0.56
47,Exit Long,Close entry(s) order buy,2023-03-30 11:35,18.05,884,70.72,0.45,5963.11,0.44,282.88,1.78,194.48,1.22
47,Entry Long,buy,2023-03-30 09:50,17.97,884,70.72,0.45,5963.11,0.44,282.88,1.78,194.48,1.22
46,Exit Long,Close entry(s) order buy,2023-03-28 09:40,15.39,1032,-939.12,-5.58,5892.39,-5.58,134.16,0.8,959.76,5.71
46,Entry Long,buy,2023-03-27 14:35,16.30,1032,-939.12,-5.58,5892.39,-5.58,134.16,0.8,959.76,5.71
45,Exit Long,Close entry(s) order buy,2023-03-23 13:35,17.68,952,-238.00,-1.39,6831.51,-1.39,28.56,0.17,295.12,1.73
45,Entry Long,buy,2023-03-23 12:40,17.93,952,-238.00,-1.39,6831.51,-1.39,28.56,0.17,295.12,1.73
44,Exit Long,Close entry(s) order buy,2023-03-23 12:35,18.00,948,312.84,1.87,7069.51,1.87,474.00,2.83,47.40,0.28
44,Entry Long,buy,2023-03-23 10:35,17.67,948,312.84,1.87,7069.51,1.87,474.00,2.83,47.40,0.28
43,Exit Long,Close entry(s) order buy,2023-03-22 15:35,17.23,971,48.55,0.29,6756.67,0.29,815.64,4.89,398.11,2.39
43,Entry Long,buy,2023-03-22 13:35,17.18,971,48.55,0.29,6756.67,0.29,815.64,4.89,398.11,2.39
42,Exit Long,Close entry(s) order buy,2023-03-22 12:35,16.97,984,-246.00,-1.45,6708.12,-1.45,29.52,0.17,305.04,1.8
42,Entry Long,buy,2023-03-22 11:40,17.22,984,-246.00,-1.45,6708.12,-1.45,29.52,0.17,305.04,1.8
41,Exit Long,Close entry(s) order buy,2023-03-22 11:35,17.20,985,256.10,1.53,6954.12,1.53,384.15,2.3,49.25,0.3
41,Entry Long,buy,2023-03-22 09:45,16.94,985,256.10,1.53,6954.12,1.53,384.15,2.3,49.25,0.3
40,Exit Long,Close entry(s) order buy,2023-03-22 09:40,16.98,983,255.58,1.56,6698.02,1.55,255.58,1.56,98.30,0.6
40,Entry Long,buy,2023-03-21 15:35,16.72,983,255.58,1.56,6698.02,1.55,255.58,1.56,98.30,0.6
39,Exit Long,Close entry(s) order buy,2023-03-21 11:35,16.45,998,9.98,0.06,6442.44,0.06,1077.84,6.57,109.78,0.67
39,Entry Long,buy,2023-03-20 13:35,16.44,998,9.98,0.06,6442.44,0.06,1077.84,6.57,109.78,0.67
38,Exit Long,Close entry(s) order buy,2023-03-20 12:35,16.21,1014,-172.38,-1.04,6432.46,-1.04,50.70,0.31,405.60,2.44
38,Entry Long,buy,2023-03-20 11:35,16.38,1014,-172.38,-1.04,6432.46,-1.04,50.70,0.31,405.60,2.44
37,Exit Long,Close entry(s) order buy,2023-03-17 10:35,16.20,1023,40.92,0.25,6604.84,0.25,746.79,4.52,71.61,0.43
37,Entry Long,buy,2023-03-16 14:45,16.16,1023,40.92,0.25,6604.84,0.25,746.79,4.52,71.61,0.43
36,Exit Long,Close entry(s) order buy,2023-03-16 14:35,15.98,1036,963.48,6.18,6563.92,6.18,1098.16,7.04,269.36,1.73
36,Entry Long,buy,2023-03-16 10:00,15.05,1036,963.48,6.18,6563.92,6.18,1098.16,7.04,269.36,1.73
35,Exit Long,Close entry(s) order buy,2023-03-16 09:40,14.63,1065,85.20,0.55,5600.44,0.55,276.90,1.79,255.60,1.65
35,Entry Long,buy,2023-03-15 14:35,14.55,1065,85.20,0.55,5600.44,0.55,276.90,1.79,255.60,1.65
34,Exit Long,Close entry(s) order buy,2023-03-15 10:35,14.02,1105,-618.80,-3.84,5515.24,-3.84,88.40,0.55,618.80,3.84
34,Entry Long,buy,2023-03-15 09:40,14.58,1105,-618.80,-3.84,5515.24,-3.84,88.40,0.55,618.80,3.84
33,Exit Long,Close entry(s) order buy,2023-03-09 11:35,16.24,994,268.38,1.69,6134.04,1.69,556.64,3.51,119.28,0.75
33,Entry Long,buy,2023-03-09 09:40,15.97,994,268.38,1.69,6134.04,1.69,556.64,3.51,119.28,0.75
32,Exit Long,Close entry(s) order buy,2023-03-06 11:35,16.00,991,267.57,1.72,5865.66,1.72,505.41,3.24,69.37,0.45
32,Entry Long,buy,2023-03-06 09:50,15.73,991,267.57,1.72,5865.66,1.72,505.41,3.24,69.37,0.45
31,Exit Long,Close entry(s) order buy,2023-03-06 09:40,15.74,991,654.06,4.38,5598.09,4.38,862.17,5.77,0,0
31,Entry Long,buy,2023-03-03 12:20,15.08,991,654.06,4.38,5598.09,4.38,862.17,5.77,0,0
30,Exit Long,Close entry(s) order buy,2023-03-03 11:35,14.89,1004,-100.40,-0.67,4944.03,-0.67,60.24,0.4,220.88,1.47
30,Entry Long,buy,2023-03-03 10:35,14.99,1004,-100.40,-0.67,4944.03,-0.67,60.24,0.4,220.88,1.47
29,Exit Long,Close entry(s) order buy,2023-02-16 10:35,16.96,884,238.68,1.62,5044.43,1.61,256.36,1.74,256.36,1.74
29,Entry Long,buy,2023-02-16 09:35,16.69,884,238.68,1.62,5044.43,1.61,256.36,1.74,256.36,1.74
28,Exit Long,Close entry(s) order buy,2023-02-15 15:35,17.30,855,128.25,0.87,4805.75,0.87,307.80,2.1,17.10,0.12
28,Entry Long,buy,2023-02-15 13:35,17.15,855,128.25,0.87,4805.75,0.87,307.80,2.1,17.10,0.12
27,Exit Long,Close entry(s) order buy,2023-02-15 12:35,16.93,868,-86.80,-0.59,4677.50,-0.59,17.36,0.12,147.56,1
27,Entry Long,buy,2023-02-15 12:05,17.03,868,-86.80,-0.59,4677.50,-0.59,17.36,0.12,147.56,1
26,Exit Long,Close entry(s) order buy,2023-02-02 14:35,17.67,836,-401.28,-2.64,4764.30,-2.65,209.00,1.38,426.36,2.81
26,Entry Long,buy,2023-02-02 13:40,18.15,836,-401.28,-2.64,4764.30,-2.65,209.00,1.38,426.36,2.81
25,Exit Long,Close entry(s) order buy,2023-02-02 13:35,18.21,833,299.88,2.02,5165.58,2.02,308.21,2.07,24.99,0.17
25,Entry Long,buy,2023-02-02 12:35,17.85,833,299.88,2.02,5165.58,2.02,308.21,2.07,24.99,0.17
24,Exit Long,Close entry(s) order buy,2023-02-02 11:35,17.61,844,16.88,0.11,4865.70,0.11,118.16,0.8,481.08,3.24
24,Entry Long,buy,2023-02-02 09:45,17.59,844,16.88,0.11,4865.70,0.11,118.16,0.8,481.08,3.24
23,Exit Long,Close entry(s) order buy,2023-02-02 09:40,17.53,848,949.76,6.83,4848.82,6.83,958.24,6.89,67.84,0.49
23,Entry Long,buy,2023-02-01 14:50,16.41,848,949.76,6.83,4848.82,6.83,958.24,6.89,67.84,0.49
22,Exit Long,Close entry(s) order buy,2023-02-01 14:35,15.34,906,-181.20,-1.29,3899.06,-1.29,199.32,1.42,344.28,2.45
22,Entry Long,buy,2023-02-01 13:35,15.54,906,-181.20,-1.29,3899.06,-1.29,199.32,1.42,344.28,2.45
21,Exit Long,Close entry(s) order buy,2023-02-01 12:35,15.36,917,-82.53,-0.58,4080.26,-0.58,45.85,0.32,146.72,1.04
21,Entry Long,buy,2023-02-01 11:40,15.45,917,-82.53,-0.58,4080.26,-0.58,45.85,0.32,146.72,1.04
20,Exit Long,Close entry(s) order buy,2023-02-01 11:35,15.49,913,529.54,3.89,4162.79,3.88,657.36,4.83,0,0
20,Entry Long,buy,2023-02-01 09:40,14.91,913,529.54,3.89,4162.79,3.88,657.36,4.83,0,0
19,Exit Long,Close entry(s) order buy,2023-01-30 09:40,14.33,950,-731.50,-5.1,3633.25,-5.09,237.50,1.66,874.00,6.09
19,Entry Long,buy,2023-01-27 13:05,15.10,950,-731.50,-5.1,3633.25,-5.09,237.50,1.66,874.00,6.09
18,Exit Long,Close entry(s) order buy,2023-01-27 10:35,14.88,966,154.56,1.09,4364.75,1.09,560.28,3.94,357.42,2.51
18,Entry Long,buy,2023-01-26 12:20,14.72,966,154.56,1.09,4364.75,1.09,560.28,3.94,357.42,2.51
17,Exit Long,Close entry(s) order buy,2023-01-26 11:35,14.58,973,38.92,0.28,4210.19,0.27,671.37,4.75,233.52,1.65
17,Entry Long,buy,2023-01-25 15:35,14.54,973,38.92,0.28,4210.19,0.27,671.37,4.75,233.52,1.65
16,Exit Long,Close entry(s) order buy,2023-01-23 14:35,14.62,969,-222.87,-1.55,4171.27,-1.55,48.45,0.34,232.56,1.62
16,Entry Long,buy,2023-01-23 13:40,14.85,969,-222.87,-1.55,4171.27,-1.55,48.45,0.34,232.56,1.62
15,Exit Long,Close entry(s) order buy,2023-01-23 13:35,14.79,973,48.65,0.34,4394.14,0.34,68.11,0.47,0,0
15,Entry Long,buy,2023-01-23 13:20,14.74,973,48.65,0.34,4394.14,0.34,68.11,0.47,0,0
14,Exit Long,Close entry(s) order buy,2023-01-23 12:35,14.56,985,29.55,0.21,4345.49,0.21,59.10,0.41,118.20,0.83
14,Entry Long,buy,2023-01-23 11:55,14.53,985,29.55,0.21,4345.49,0.21,59.10,0.41,118.20,0.83
13,Exit Long,Close entry(s) order buy,2023-01-23 11:35,14.30,1001,1931.93,15.6,4315.94,15.6,2092.09,16.9,30.03,0.24
13,Entry Long,buy,2023-01-20 13:40,12.37,1001,1931.93,15.6,4315.94,15.6,2092.09,16.9,30.03,0.24
12,Exit Long,Close entry(s) order buy,2023-01-20 13:35,12.29,1007,151.05,1.24,2384.01,1.23,151.05,1.24,70.49,0.58
12,Entry Long,buy,2023-01-20 11:35,12.14,1007,151.05,1.24,2384.01,1.23,151.05,1.24,70.49,0.58
11,Exit Long,Close entry(s) order buy,2023-01-18 11:35,13.11,933,-457.17,-3.6,2232.96,-3.6,139.95,1.1,522.48,4.12
11,Entry Long,buy,2023-01-18 09:45,13.60,933,-457.17,-3.6,2232.96,-3.6,139.95,1.1,522.48,4.12
10,Exit Long,Close entry(s) order buy,2023-01-18 09:40,13.55,936,458.64,3.75,2690.13,3.75,599.04,4.9,56.16,0.46
10,Entry Long,buy,2023-01-17 13:35,13.06,936,458.64,3.75,2690.13,3.75,599.04,4.9,56.16,0.46
9,Exit Long,Close entry(s) order buy,2023-01-17 11:35,12.93,945,113.40,0.94,2231.49,0.94,585.90,4.84,122.85,1.01
9,Entry Long,buy,2023-01-13 14:35,12.81,945,113.40,0.94,2231.49,0.94,585.90,4.84,122.85,1.01
8,Exit Long,Close entry(s) order buy,2023-01-12 15:35,12.84,944,-188.80,-1.53,2118.09,-1.53,37.76,0.31,311.52,2.53
8,Entry Long,buy,2023-01-12 14:00,13.04,944,-188.80,-1.53,2118.09,-1.53,37.76,0.31,311.52,2.53
7,Exit Long,Close entry(s) order buy,2023-01-12 13:35,12.81,959,642.53,5.52,2306.89,5.51,882.28,7.58,297.29,2.55
7,Entry Long,buy,2023-01-11 14:40,12.14,959,642.53,5.52,2306.89,5.51,882.28,7.58,297.29,2.55
6,Exit Long,Close entry(s) order buy,2023-01-11 14:35,12.12,961,28.83,0.25,1664.36,0.25,96.10,0.83,96.10,0.83
6,Entry Long,buy,2023-01-11 12:35,12.09,961,28.83,0.25,1664.36,0.25,96.10,0.83,96.10,0.83
5,Exit Long,Close entry(s) order buy,2023-01-11 11:35,11.93,976,-29.28,-0.25,1635.53,-0.25,87.84,0.75,224.48,1.92
5,Entry Long,buy,2023-01-11 10:25,11.96,976,-29.28,-0.25,1635.53,-0.25,87.84,0.75,224.48,1.92
4,Exit Long,Close entry(s) order buy,2023-01-10 15:35,11.94,976,19.52,0.17,1664.81,0.17,19.52,0.17,146.40,1.26
4,Entry Long,buy,2023-01-10 14:35,11.92,976,19.52,0.17,1664.81,0.17,19.52,0.17,146.40,1.26
3,Exit Long,Close entry(s) order buy,2023-01-09 12:35,12.15,958,-86.22,-0.74,1645.29,-0.73,28.74,0.25,86.22,0.74
3,Entry Long,buy,2023-01-09 11:55,12.24,958,-86.22,-0.74,1645.29,-0.73,28.74,0.25,86.22,0.74
2,Exit Long,Close entry(s) order buy,2023-01-09 11:35,12.12,968,300.08,2.62,1731.51,2.63,348.48,3.05,29.04,0.25
2,Entry Long,buy,2023-01-09 09:50,11.81,968,300.08,2.62,1731.51,2.63,348.48,3.05,29.04,0.25
1,Exit Long,Close entry(s) order buy,2023-01-09 09:40,11.42,1001,1431.43,14.31,1431.43,14.31,1561.56,15.62,0,0
1,Entry Long,buy,2023-01-06 10:35,9.99,1001,1431.43,14.31,1431.43,14.31,1561.56,15.62,0,0
